Data_Year,ID,Name,Address,ZIP Code,Community Area,Primary Property Type,SqFt,Year_Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site_EUI_kBtu_sqft,Source EUI (kBtu/sq ft),Weather_Normalized_Site_EUI_kBtu_sqft,Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2016,174289,770 N. Halsted St.,770 N. Halsted St.,60642,WEST TOWN,Office,151000,1905,1,84,8892480.6,627971.6,,,,63,189.3,65,194.4,1672.4,11.1,41.89612,-87.647759,"(41.89612, -87.647759)"
2016,253972,Conservancy at North Park Condo Assoc I,3900 W. Bryn Mawr Ave.,60659,North Park,Multifamily Housing,54096,1995,1,95,854398.9,2551148.6,,,,63,99.1,66.3,101.3,293,5.4,41.99047176,-87.70486537,"(41.99047176, -87.70486537)"
2014,101871,123 N Wacker,123 N Wacker,60606,LOOP,Office,587815,1986,1,77,37238636,,,,,63,199,60,190,7482,12.73,41.88411984,-87.63649725,"(41.88411984, -87.63649725)"
2016,103600,10 South LaSalle Street,10 South LaSalle Street,60603,LOOP,Office,871962,1986,1,72,54233569.4,724173.9,,,,63,196.2,65.5,204,10034.9,11.5,41.88160573,-87.6327278,"(41.88160573, -87.6327278)"
2014,101715,The Franklin,227 West Monroe,60606,LOOP,Office,3406142,1989,1,79,214100987,443100,,,,63,198,63,198,43039,12.64,41.88003331,-87.63472342,"(41.88003331, -87.63472342)"
2016,147895,"Lincoln Center Condominium Association, NFP",2472 W. Foster,60625,LINCOLN SQUARE,Multifamily Housing,80000,2006,1,61,2663884.9,2373651.2,,,,63,135.7,64.6,137.5,617.1,7.7,41.97208235,-87.70234945,"(41.97208235, -87.70234945)"
2016,100631,Hubbard High-CPS,6200 S Hamlin Ave,60629,WEST LAWN,K-12 School,218200,1929,1,74,4264283.5,9480781.4,,,,63,107,69.6,114,1289.6,5.9,41.77984105,-87.71918715,"(41.77984105, -87.71918715)"
2014,101770,10/30 South Wacker,10 South Wacker Drive,60606,LOOP,Office,2662457,1983,1,85,166452270,1605600,,,40020,63,197,63,197,33531,12.59,41.8816073,-87.63751717,"(41.8816073, -87.63751717)"
2016,104239,517-25 W. Brompton Ave.,517-25 W. Brompton Ave.,60657,LAKE VIEW,Multifamily Housing,52304,1924,1,98,193259.1,3099546.1,,,,63,73.8,69.4,80.6,200.3,3.8,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2016,161225,Langford Es-CPS,6010 S Throop St,60636,WEST ENGLEWOOD,K-12 School,78575,1907,1,87,1155377.6,3797003.4,,,,63,96.9,70.5,104.7,414.6,5.3,41.78450786,-87.6574118,"(41.78450786, -87.6574118)"
2017,243929,The ParkShore Condominium (243929),195 North Harbor Drive,60601,LOOP,Multifamily Housing,791877,1991,1,43,29179537,20626260,,,,62.9,143.1,65.9,149.1,6490.7,8.2,41.88566808,-87.61471363,"(41.88566808, -87.61471363)"
2017,251570,Mcauliffe-CPS,1845 N Springfield Ave,60647,HERMOSA,K-12 School,90799,1985,1,26,5010160,703437,,,,62.9,181.4,65.2,187.3,963.7,10.6,41.914723,-87.723994,"(41.914723, -87.723994)"
2015,101907,225 West Washington,225 West Washington,60606,LOOP,Office,539705,1987,1,72,33945886,,,,,62.9,197.5,64.2,201.5,6820,12.6,41.88285621,-87.63499083,"(41.88285621, -87.63499083)"
2015,101716,311 S. Wacker,311 South Wacker,60606,LOOP,Office,1433821,1990,1,78,90254702,,,,,62.9,197.7,64.1,201.2,18133,12.6,41.87745822,-87.63573828,"(41.87745822, -87.63573828)"
2016,175876,7121 7125 N Paulina,7121 7125 N Paulina,60660,ROGERS PARK,Multifamily Housing,58400,1925,1,94,304370.9,3366800.2,,,,62.9,76.9,68.2,81.7,234.9,4,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2016,251520,Palmer Eleme-CPS,5501 N Kenneth Ave,60630,ALBANY PARK,K-12 School,91342,1926,1,72,1830947.8,3917941.3,,,,62.9,108,68.2,113.5,545.6,6,41.968167,-87.739169,"(41.968167, -87.739169)"
2016,173760,559 W. Surf,559 W. Surf,60657,LAKE VIEW,Multifamily Housing,100000,1904,1,99,884444.7,5405070.5,,,,62.9,84.5,69.3,91.3,450.1,4.5,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2016,101872,100 North LaSalle,100 North LaSalle Street,60602,LOOP,Office,160475,1927,1,77,7860552,2233045.1,,,,62.9,168.4,63.8,167.5,1567.5,9.8,41.88343043,-87.63249784,"(41.88343043, -87.63249784)"
2016,251543,Harvard Elem-CPS,7525 S Harvard Ave,60620,GREATER GRAND CROSSING,K-12 School,80584,1905,1,68,1676586.2,3395167.5,,,,62.9,109.6,70.4,118.5,489.4,6.1,41.75747101,-87.63228203,"(41.75747101, -87.63228203)"
2017,106014,Delaware III LLC,211 E Delaware Pl,60611,NEAR NORTH SIDE,Multifamily Housing,57125,1931,1,88,2110731,1477850,,,,62.8,143.2,66.6,152.8,468.8,8.2,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2017,244200,Michigan Avenue Tower Condominium Association,1250 S. Michigan Ave.,60605,NEAR SOUTH SIDE,Multifamily Housing,402711,2008,1,45,11860515,13445422,,,,62.8,127.5,66.4,132.8,2907.1,7.2,41.8659887,-87.624587,"(41.8659887, -87.624587)"
2017,173914,Jeffrey Plaza,2101 E 71st St & 7131 S Jeffrey Blvd,60646,SOUTH SHORE,Strip Mall,113303,1990,1,,4486050,2625124,,,,62.8,148.7,64,149.9,968.9,8.6,41.76509567,-87.57550953,"(41.76509567, -87.57550953)"
2016,242655,10 E. Delaware Condominium Association,10 E. Delaware Place,60611,NEAR NORTH SIDE,Multifamily Housing,424837,2009,1,54,13055526.7,13612522.4,,,,62.8,130.1,65.5,133.7,3129.4,7.4,41.89939252,-87.62790258,"(41.89939252, -87.62790258)"
2016,158429,623 S Wabash,623 S Wabash,606051996,LOOP,College/University,206130,1960,1,,8288689.7,4656135.9,,,,62.8,150,66,152.7,1775.1,8.6,41.87373031,-87.62547714,"(41.87373031, -87.62547714)"
2016,252249,Enola Dew,4623 W. Gladys Ave.,60644,AUSTIN,Multifamily Housing,55995,2011,1,64,1572904.7,1940866.7,,,,62.8,124.6,64.7,124.8,393,7,41.87595649,-87.7410259,"(41.87595649, -87.7410259)"
2015,239946,Metropolitan Tower Condo Association,310 S Michigan Ave,60604,LOOP,Multifamily Housing,579393,1924,1,69,13872366,22499649,,,,62.8,116,65.5,118.8,3982,6.9,41.87797296,-87.62488735,"(41.87797296, -87.62488735)"
2015,156711,20 North Michigan Avenue,20 N. Michigan Ave,60602,LOOP,Office,214800,1880,1,85,10461503,3025533,,,,62.8,167.7,64,169,2263,10.5,41.8826441,-87.62495613,"(41.8826441, -87.62495613)"
2016,160455,Infinite Chicago,28 E Jackson Blvd,60604,LOOP,Multifamily Housing,215000,1911,2,66,7343623.7,6153435.5,,,,62.8,137.3,66.8,141.6,1680.4,7.8,41.878258,-87.626777,"(41.878258, -87.626777)"
2015,251720,Lafayette El-CPS,2714 W Augusta Blvd,60622,WEST TOWN,K-12 School,197400,1893,1,79,2945592,9444270,,,,62.8,97.1,65.9,100.4,1093,5.5,41.89953285,-87.69501887,"(41.89953285, -87.69501887)"
2016,252021,CICS Basil,1816 W. Garfield Blvd,60609,NEW CITY,K-12 School,57350,1956,2,78,2237436.7,1366099.9,,,,62.8,147.5,67,153.3,485,8.5,41.794164,-87.67006603,"(41.794164, -87.67006603)"
2015,160248,Left Bank at K Station,305 N. Canal St,60606,NEAR WEST SIDE,Multifamily Housing,572165,2006,1,69,12792195,23067559,,,,62.7,112.5,64.7,113.7,3795,6.6,41.886954,-87.639858,"(41.886954, -87.639858)"
2017,251396,Hammond Elem-CPS,2819 W 21st Place,60623,SOUTH LAWNDALE,K-12 School,59692,1913,1,83,1352424,2392205,,,,62.7,113.2,70.3,121.1,377.1,6.3,41.85254282,-87.69629775,"(41.85254282, -87.69629775)"
2015,103804,190 N. State Street,190 N. State Street,60601,LOOP,Office,230000,1917,1,74,14429686,,,,,62.7,197,62.7,197,2899,12.6,41.88540707,-87.62843983,"(41.88540707, -87.62843983)"
2015,236480,Thorndale Beach South Condominium Association,5855 N. Sheridan,60660,EDGEWATER,Multifamily Housing,287849,1967,1,9,18036214,,,,,62.7,196.7,63.4,199.2,3624,12.6,41.988847,-87.65469653,"(41.988847, -87.65469653)"
2016,251708,Bateman Elem-CPS,4200 N Richmond St,60618,IRVING PARK,K-12 School,151694,1916,1,72,2903976.7,6603399.8,,,,62.7,105.8,69.3,112.7,886,5.8,41.9578044,-87.70261434,"(41.9578044, -87.70261434)"
2016,244311,3750 North Lake Shore Drive,3750 N. Lake Shore Drive,60613,LAKE VIEW,Multifamily Housing,391234,1926,1,91,5855387.8,18672099.8,,,,62.7,97.1,67.2,101.2,2071,5.3,41.95173082,-87.64536546,"(41.95173082, -87.64536546)"
2016,251900,ScammonJonat-CPS,4201 W HENDERSON ST,60641,IRVING PARK,K-12 School,85474,1926,1,66,1944864.2,3415324.8,,,,62.7,113.4,67.5,118.8,539.9,6.3,41.94126828,-87.73387796,"(41.94126828, -87.73387796)"
2015,251732,Eberhart Ele-CPS,3400 W 65th Place,60629,CHICAGO LAWN,K-12 School,164398,1906,1,46,5084167,5218287,,,,62.7,130.4,65.4,133.3,1299,7.9,41.77474971,-87.70858342,"(41.77474971, -87.70858342)"
2016,250063,GALLERY 37,66 E. Randolph St.,60601,LOOP,Other - Entertainment/Public Assembly,75000,1872,1,,2299936.4,2402393.1,,,,62.7,129.9,66.8,134.2,551.5,7.4,41.88452835,-87.62551055,"(41.88452835, -87.62551055)"
2015,102336,Institute of Cultural Affairs - Greenrise,4750 N Sheridan Road,60640-7528,UPTOWN,Office,182250,1921,1,93,2966444,8463068,,,,62.7,99.9,65.6,102.2,1046,5.7,41.96865627,-87.65524596,"(41.96865627, -87.65524596)"
2016,103597,30 North LaSalle Street,30 North LaSalle Street,60602,LOOP,Office,1095104,1974,1,91,42163380.6,26456116.6,,,,62.7,146.3,64.9,147.4,9176.8,8.4,41.88284628,-87.63290243,"(41.88284628, -87.63290243)"
2017,101935,500 N Michigan,500 N Michigan,60611,NEAR NORTH SIDE,Office,390965,1968,1,70,24464033,,,,,62.6,196.5,68.1,213.8,4523.3,11.6,41.89117131,-87.62469712,"(41.89117131, -87.62469712)"
2017,106223,4521-23 North Malden Street,4521-23 N. Malden St.,60640,UPTOWN,Multifamily Housing,51840,1988,1,92,458832,2785282,,,,62.6,84.2,68,90.3,232.8,4.5,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2017,251448,Providence Englewood Charter School,6515 South Ashland Avenue,60636,WEST ENGLEWOOD,K-12 School,53745,1975,1,29,3073134,292615,,,,62.6,185.3,68.1,200.7,583.7,10.9,41.77519261,-87.66368031,"(41.77519261, -87.66368031)"
2017,236480,Thorndale Beach South Condominium Association,5855 N. Sheridan,60660,EDGEWATER,Multifamily Housing,287849,1967,1,8,18028575,,,,,62.6,196.7,69.1,216.9,3333.4,11.6,41.988847,-87.65469653,"(41.988847, -87.65469653)"
2016,253905,Surf II LLC,420 W Surf St,60657,LAKE VIEW,Multifamily Housing,56500,1933,1,90,956035.6,2581005.6,,,,62.6,101.1,67,105.7,313.3,5.5,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2016,101827,Burnham Center,111 West Washington,60602,LOOP,Office,700059,1914,1,91,24145352.4,19696545.3,,,,62.6,137.8,65.9,140.1,5496.7,7.9,41.88322343,-87.63144072,"(41.88322343, -87.63144072)"
2016,251592,Cleveland ES-CPS,3121 W Byron St,60618,IRVING PARK,K-12 School,97461,1910,1,69,1496339.8,4605527.3,,,,62.6,97.8,70.6,107.2,520.4,5.3,41.9516283,-87.7063067,"(41.9516283, -87.7063067)"
2016,254069,Lincoln Point Condominium,5924 N Lincoln Ave,60659,West Ridge,Multifamily Housing,50000,2004,1,94,874645.7,2257405.3,,,,62.6,102.3,65.4,104.1,281.1,5.6,41.9904718,-87.70487,"(41.9904718, -87.70487)"
2015,250063,GALLERY 37,66 E. Randolph St.,60601,LOOP,Other - Entertainment/Public Assembly,75000,1970,1,,2536827,2158824,,,,62.6,136.4,64.6,138.5,624,8.3,41.88452835,-87.62551055,"(41.88452835, -87.62551055)"
2016,252075,UNO Veterans Memorial Campus,4248 W. 47th St. ,60632,ARCHER HEIGHTS,K-12 School,174999,2008,1,90,7073239.8,3880134.8,,,,62.6,150.2,64.5,151.5,1509.8,8.6,41.80878989,-87.73077801,"(41.80878989, -87.73077801)"
2017,164090,The Salvation Army Adult Rehabilitation Center,2258 N. Clybourn Avenue,60614,LINCOLN PARK,Other - Lodging/Residential,54216,1955,1,,346949,3040400,,,,62.5,79,69.4,86.3,225.6,4.2,41.92285815,-87.66661993,"(41.92285815, -87.66661993)"
2017,172762,Printers Row Condominium Association,711 S Dearborn,60605,LOOP,Multifamily Housing,225000,1978,2,48,4919142,9151100,,,,62.5,111.4,67.5,116.3,1395.6,6.2,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
2017,244931,Metropolitan Place Condominium Association,130 South Canal Street,60606,NEAR WEST SIDE,Multifamily Housing,574600,1949,1,62,11163774,24747195,,,,62.5,106.2,67.5,111.3,3378.6,5.9,41.87963192,-87.64039396,"(41.87963192, -87.64039396)"
2017,101828,Indiana Terrace Apartments,6000 S. Indiana Ave,60637,WASHINGTON PARK,Multifamily Housing,66649,1973,1,95,1143849,3021229,,,,62.5,101.5,65.9,105,372,5.6,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2017,101592,5452 S Ellis,5452-5466 S. Ellis Ave,60615,HYDE PARK,Multifamily Housing,51368,1900,1,,264928,2944825,,,,62.5,76.4,62.5,76.4,205.4,4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2016,251517,SkinnerNorth-CPS,650 W SCOTT,60610,NEAR NORTH SIDE,K-12 School,68922,1971,1,80,1293081.8,3013667.7,,,,62.5,104.8,67.7,110.3,398.4,5.8,41.905065,-87.644522,"(41.905065, -87.644522)"
2015,101807,Fine Arts Building,408 410 S. Michigan Ave,60605,LOOP,Office,246000,1884,1,94,3867069,11502053,,,,62.5,98.5,66.7,102.8,1388,5.6,41.87645683,-87.62485929,"(41.87645683, -87.62485929)"
2015,161145,624 S Michigan,624 S Michigan,606051996,LOOP,College/University,165356,1960,1,,5125486,5207122,,,,62.5,130.4,65.3,133.1,1306,7.9,41.87359779,-87.62479014,"(41.87359779, -87.62479014)"
2017,251352,Bridgeport-CPS,501-05 W 35TH ST,60629,BRIDGEPORT,Office,73600,1990,1,94,2792606,1800310,,,,62.4,144.8,66.1,148.7,612,8.3,41.830808,-87.639877,"(41.830808, -87.639877)"
2017,160243,Arkadia Tower,765 West Adams Street,60661,NEAR WEST SIDE,Multifamily Housing,329500,2015,1,90,7162061,13408577,,,,62.4,111,67.1,117.4,2036.4,6.2,41.87911301,-87.64651787,"(41.87911301, -87.64651787)"
2015,103645,203 North LaSalle,203 N LaSalle Street,60601,LOOP,Office,760086,1985,1,83,47422296,,,,,62.4,195.9,63.2,198.5,9528,12.5,41.88606221,-87.63169041,"(41.88606221, -87.63169041)"
2016,175198,Gunnison Street Lofts Condo Assoc,4840 N Broadway St,60640,UPTOWN,Multifamily Housing,58000,1930,1,65,811615.9,2807822.8,,,,62.4,94.8,66.1,97.5,299.2,5.2,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2017,113706,Streeterville Center,233 E. Erie,60611,NEAR NORTH SIDE,Multifamily Housing,240000,1968,1,43,7157625,7803239,,,,62.3,127.8,65.6,132.3,1737.9,7.2,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2016,175472,Tower Lofts Condo,1601 West School Street,60657,LAKE VIEW,Multifamily Housing,176062,1915,1,37,7606876.6,3368563.2,,,,62.3,155.8,64.3,157.8,1581,9,41.83439716,-87.66593914,"(41.83439716, -87.66593914)"
2016,251964,114 South Racine,114 South Racine Avenue,60607,NEAR WEST SIDE,Office,94925,1920,1,84,3193289.1,2718499.9,,,,62.3,135.7,65.3,137.6,733,7.7,41.8796246,-87.65748447,"(41.8796246, -87.65748447)"
2016,251860,Ogden Intl H-CPS,1250 W Erie St,60622,WEST TOWN,K-12 School,93355,1957,1,78,1900335.6,3912375,,,,62.3,107.9,68.6,114.6,558.1,6,41.89351801,-87.65846098,"(41.89351801, -87.65846098)"
2015,164102,First Presbyterian Church of Chicago,6400 S. Kimbark Avenue,60637,WOODLAWN,Worship Facility,50000,1928,1,70,192445,2924363,,,,62.3,73.5,67,78.3,194,3.9,41.77840382,-87.59508184,"(41.77840382, -87.59508184)"
2015,251500,Mark Skinner-CPS,111 S Throop St,60607,NEAR WEST SIDE,K-12 School,102055,1990,1,46,4667398,1675771,,,,62.2,160.8,62.6,159.6,1027,10.1,41.880825,-87.65951,"(41.880825, -87.65951)"
2017,101924,"018110 - Union Tower, LLC",550 West Van Buren,60607,NEAR WEST SIDE,Office,362262,2001,1,93,22532544,,,,,62.2,195.3,63.6,199.8,4166.2,11.5,41.876786,-87.641142,"(41.876786, -87.641142)"
2017,253972,Conservancy at North Park Condo Assoc I,3900 W. Bryn Mawr Ave.,60659,North Park,Multifamily Housing,54096,1995,1,95,802257,2564077,,,,62.2,96.3,66.5,100.1,284.5,5.3,41.99047176,-87.70486537,"(41.99047176, -87.70486537)"
2017,140570,City View Tower at Randolph Condominium Association,720-726 W. Randolph St.,60661,NEAR WEST SIDE,Multifamily Housing,145784,2003,1,61,3684029,5376753,,,,62.2,118.1,66,123.3,966.7,6.6,41.88321395,-87.64336601,"(41.88321395, -87.64336601)"
2017,100346,2609 W. Belmont Apartments,2609 W. Belmont Ave.,60618,AVONDALE,Multifamily Housing,87196,2013,1,89,1533291,3889053,,,,62.2,102,62.2,102,490.1,5.6,41.94672055,-87.70319673,"(41.94672055, -87.70319673)"
2015,244311,3750 North Lake Shore Drive,3750 N. Lake Shore Drive,60613,LAKE VIEW,Multifamily Housing,391234,1926,1,91,5582837,18741000,,,,62.2,95.1,65.2,98.1,2117,5.4,41.95173082,-87.64536546,"(41.95173082, -87.64536546)"
2016,115022,Yester Year Condo Assocation,"4211,4215,4217,4219,4221 N Paulina st.",60613,LAKE VIEW,Multifamily Housing,60000,1979,1,95,488812,3244510,,,,62.2,82.4,67.1,87.5,262.4,4.4,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2016,107850,300 West Adams,300 West Adams,60606,LOOP,Office,289000,1926,1,91,11502418.4,6470986.5,,,,62.2,148.5,61.4,146,2463.8,8.5,41.87969438,-87.63568353,"(41.87969438, -87.63568353)"
2017,176020,Hyde Park Bank,1515-1531 East 53rd Street,60615,HYDE PARK,Office,158000,1926,1,,1660307,8146235,,,,62.1,87.1,68.3,93.7,739.7,4.7,41.7992525,-87.58844296,"(41.7992525, -87.58844296)"
2015,159800,Metropolitan Condominiums,5320 N Sheridan Road,60640,EDGEWATER,Multifamily Housing,370000,1984,1,7,18154013,4824900,,,,62.1,167.8,64.1,173.5,3904,10.6,41.97927148,-87.65551373,"(41.97927148, -87.65551373)"
2016,173757,C(IL292) - Oakdale Towers,431 W. Oakdale,60657,LAKE VIEW,Multifamily Housing,136304,1927,1,89,1183442,7282342.8,,,,62.1,83.4,67.3,87.3,604.9,4.4,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2016,125048,218 South Wabash Building,218 South Wabash,60604,LOOP,Office,111550,1900,1,71,6043508.4,879943.9,,,,62.1,178.4,62.7,180.3,1160.7,10.4,41.87923154,-87.62611436,"(41.87923154, -87.62611436)"
2015,159310,(ILCH2138) - The Lex [external],2138 S. Indiana,60616,NEAR SOUTH SIDE,Multifamily Housing,571942,2007,1,43,15707889,19794002,,,,62.1,122.6,63.4,124.8,4207,7.4,41.85321746,-87.62304215,"(41.85321746, -87.62304215)"
2016,250161,Northwest Armory,1551 North Kedzie,60651,WEST TOWN,Other,204256,1940,1,,3722713.8,8957739.7,,,,62.1,103.3,67.5,108.9,1162,5.7,41.90927241,-87.70692889,"(41.90927241, -87.70692889)"
2015,250016,Loyola Park,1230 West Greenleaf,60626,ROGERS PARK,Other - Recreation,56220,1950,1,,814534,2676393,,,,62.1,95.5,63.2,96.7,306,5.4,42.01090028,-87.66161276,"(42.01090028, -87.66161276)"
2016,251499,Jahn World L-CPS,3149 N Wolcott Ave,60657,NORTH CENTER,K-12 School,83029,1908,1,82,1524652.5,3630189.2,,,,62.1,103.6,69.1,110.9,473.8,5.7,41.93918165,-87.67522067,"(41.93918165, -87.67522067)"
2014,103620,Grossinger City Autoplex,1530 N Dayton St,60642,NEAR NORTH SIDE,Automobile Dealership,275000,2008,1,,11270379,5739722,,,,62,151,57,142,2569,9.34,41.910106,-87.649495,"(41.910106, -87.649495)"
2017,103601,120 South LaSalle Street Building,120 South LaSalle Street,60603,LOOP,Office,760892,1929,1,93,19479924,16625185,,11102028,,62,117.9,64.2,120.3,5069.9,6.7,41.88035359,-87.63280586,"(41.88035359, -87.63280586)"
2017,140794,(IL599) - Parc Orleans,1546 N. Orleans,60610,NEAR NORTH SIDE,Multifamily Housing,116130,2002,1,70,2953226,4243434,,,,62,118.2,66.9,126.3,771.4,6.6,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2017,254025,Englewood,901 West 63rd St,60621,Englewood,Multifamily Housing,62800,2010,1,68,2204549,1686874,,,,62,138.4,65.6,144.1,497.2,7.9,41.7761103,-87.6399,"(41.7761103, -87.6399)"
2017,251652,Hedges Eleme-CPS,4735 S Winchester Ave,60609,NEW CITY,K-12 School,109118,1906,1,69,2231953,4529118,,,,62,107.8,69.8,116.1,653.2,6,41.80724939,-87.67297316,"(41.80724939, -87.67297316)"
2016,251550,Coles Model-CPS,8441 S Yates Blvd,60617,SOUTH CHICAGO,K-12 School,94614,1992,1,70,3011948.8,2854779.9,,,,62,131.6,71.9,148.2,706.8,7.5,41.74148073,-87.56566918,"(41.74148073, -87.56566918)"
2014,102460,Museum of Science and Industry,5700 South Lake Shore Drive,60637,HYDE PARK,Museum,1211750,1893,1,,42942145,31928824,,,,62,139,58,135,10297,8.5,41.79055467,-87.58295123,"(41.79055467, -87.58295123)"
2015,251435,LittleVilgAc-CPS,2620 S Lawndale Ave,60623,SOUTH LAWNDALE,K-12 School,73770,1996,1,84,3315094,1258538,,,,62,159,63.4,160.5,733,9.9,41.84298853,-87.71755077,"(41.84298853, -87.71755077)"
2016,172762,Printers Row Condominium Association,711 S Dearborn ,60605,LOOP,Multifamily Housing,225000,1978,2,53,5171063.4,8770347.2,,,,62,113.1,66.9,117.5,1419,6.3,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
2014,103739,20 North Clark Street - 2821,20 North Clark Street,60602,LOOP,Office,433246,1981,1,79,25172863,1542457,,,,62,186,59,178,5140,11.86,41.88230282,-87.63117675,"(41.88230282, -87.63117675)"
2015,251363,Franklin Fin-CPS,225 W Evergreen Ave,60610,NEAR NORTH SIDE,K-12 School,53097,1926,1,77,933250,2359367,,,,62,101.8,65.7,105.7,313,5.9,41.90615099,-87.63632886,"(41.90615099, -87.63632886)"
2016,251260,The Belmont by Reside,3170 N Sheridan Road,60657,LAKE VIEW,Multifamily Housing,475020,1924,1,68,9313634,20129500.2,,,,62,106.1,64.7,108.9,2785.9,5.9,41.93973305,-87.64000019,"(41.93973305, -87.64000019)"
2014,250115,City Hall,121 N. La Salle St.,60602,LOOP,Office,411500,1870,1,76,25482836,18930,,,,62,195,62,195,5121,12.44,41.88385328,-87.63167966,"(41.88385328, -87.63167966)"
2016,173884,UNO Rogers Park,7416 N Ridge Rd.,60645,WEST RIDGE,K-12 School,204041,,1,97,2369177.8,10277268.1,,,,62,89.3,66.5,93.7,982.6,4.8,42.01645164,-87.68500286,"(42.01645164, -87.68500286)"
2014,250048,Kennedy High-CPS,6325 W 56th St,60638,GARFIELD RIDGE,K-12 School,358364,1957,1,66,9845145,12451423,,,,62,123,60,120,2639,7.37,41.79020209,-87.77942169,"(41.79020209, -87.77942169)"
2014,101682,8750 West Bryn Mawr Ave - Triangle Plaza-,8750 West Bryn Mawr Ave,60631,OHARE,Office,691766,1985,1,82,42278570,403084,,,,62,193,59,185,8516,12.31,41.98305124,-87.84427691,"(41.98305124, -87.84427691)"
2014,101813,150 N. Michigan Ave,150 N. Michigan Ave,60601,LOOP,Office,733118,1984,1,73,45465890,,,,,62,195,59,185,9135,12.46,41.88483521,-87.62496769,"(41.88483521, -87.62496769)"
2016,254329,901 South Plymouth Court,901 South Plymouth Court,60605,Loop,Multifamily Housing,161700,1979,1,47,6152897.1,3875467.1,,,,62,144.6,64.7,149.7,1340,8.3,41.8682103,-87.62733,"(41.8682103, -87.62733)"
2015,160319,500 Lake Shore Drive,500 Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,716899,2013,1,25,27468412,16906966,,,,61.9,145.1,62.8,146,6417,9,41.892001,-87.614665,"(41.892001, -87.614665)"
2017,141321,950 W. Huron Condominium Association,950 W. Huron St.,60642,WEST TOWN,Multifamily Housing,78288,2001,1,77,1342926,3499789,,,,61.9,100.8,66.9,107.7,434.2,5.5,41.8999205,-87.65738734,"(41.8999205, -87.65738734)"
2017,101715,The Franklin (227 West Monroe; 222 West Adams),227 West Monroe,60606,LOOP,Office,2968404,1989,1,75,182822057,1004200,,,,61.9,193.7,61.9,193.7,33856.2,11.4,41.88003331,-87.63472342,"(41.88003331, -87.63472342)"
2017,251424,Mt Greenwood-CPS,10841 S Homan Ave,60655,MOUNT GREENWOOD,K-12 School,84660,1949,1,83,1708006,3534768,,,,61.9,107.2,68.7,115.1,503.5,5.9,41.69597589,-87.70537573,"(41.69597589, -87.70537573)"
2017,254038,Porta Coeli Residence,2260 E. 99th Street,60617,South Deering,Multifamily Housing,79039,2015,1,82,826305,4067747,,,,61.9,86.9,67.7,92.9,368.8,4.7,41.71331308,-87.55546646,"(41.71331308, -87.55546646)"
2017,117115,Post Card Place CA,1733 W. Irving Park Road,60613,LAKE VIEW,Multifamily Housing,92640,1980,1,71,2286559,3445000,,,,61.9,116.5,64.9,119.8,605.8,6.5,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2016,251363,Franklin Fin-CPS,225 W Evergreen Ave,60610,NEAR NORTH SIDE,K-12 School,53097,1926,1,76,994764.8,2293766.9,,,,61.9,104.2,69.1,111.8,305.2,5.7,41.90615099,-87.63632886,"(41.90615099, -87.63632886)"
2016,105454,530 West Arlington Place,530 W. Arlington Pl.,60614,LINCOLN PARK,Multifamily Housing,68136,1924,1,86,1007389.6,3208609.8,,,,61.9,95.9,65.7,98.7,356.1,5.2,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2016,254060,University Village Lofts,1524 and 1525 S Sangamon Street,60608,Near West Side,Multifamily Housing,252097,2003,2,82,5691417.3,9925626.5,,,,61.9,112.2,65.7,114.6,1576.2,6.3,41.8492976,-87.67088,"(41.8492976, -87.67088)"
2016,251242,330 N. Clinton CA,330 N. Clinton,60606,NEAR WEST SIDE,Multifamily Housing,63803,2000,1,79,1762120.6,2184353.8,,,,61.9,122.7,64,122.8,440.8,6.9,41.88778801,-87.64178715,"(41.88778801, -87.64178715)"
2016,252289,Palmer Square,2128 N Kedzie,60618,LOGAN SQUARE,Multifamily Housing,213000,1900,6,72,3319478.8,9857220.2,,,,61.9,93.2,61.8,93.1,1056.6,5,41.92017465,-87.70707286,"(41.92017465, -87.70707286)"
